year,from_country,to_country,points,to_region
2016,Bulgaria,Azerbaijan,0,Other
2016,Croatia,Azerbaijan,0,Other
2016,Cyprus,Azerbaijan,2,Other
2016,Czechia,Azerbaijan,0,Other
2016,Denmark,Azerbaijan,0,Other
2016,Estonia,Azerbaijan,0,Other
2016,Finland,Azerbaijan,0,Other
2016,France,Azerbaijan,0,Other
2016,Georgia,Azerbaijan,0,Other
2016,Germany,Azerbaijan,0,Other
2016,Greece,Azerbaijan,1,Other
2016,Hungary,Azerbaijan,7,Other
2016,Iceland,Azerbaijan,0,Other
2016,Ireland,Azerbaijan,0,Other
2016,Israel,Azerbaijan,0,Other
2016,Italy,Azerbaijan,0,Other
2016,Latvia,Azerbaijan,0,Other
2016,Lithuania,Azerbaijan,0,Other
2016,Malta,Azerbaijan,0,Other
2016,Moldova,Azerbaijan,0,Other
2016,Montenegro,Azerbaijan,0,Other
2016,Netherlands,Azerbaijan,1,Other
2016,North Macedonia,Azerbaijan,1,Other
2016,Norway,Azerbaijan,0,Other
2016,Poland,Azerbaijan,0,Other
2016,Russia,Azerbaijan,10,Other
2016,San Marino,Azerbaijan,0,Other
2016,Serbia,Azerbaijan,0,Other
2016,Slovenia,Azerbaijan,0,Other
2016,Spain,Azerbaijan,2,Other
2016,Sweden,Azerbaijan,10,Other
2016,Switzerland,Azerbaijan,0,Other
2016,Ukraine,Azerbaijan,7,Other
2016,United Kingdom,Azerbaijan,0,Other
2016,Albania,Serbia,0,Southeastern Europe
2016,Armenia,Serbia,0,Southeastern Europe
2016,Australia,Serbia,0,Southeastern Europe
2016,Austria,Serbia,0,Southeastern Europe
2016,Azerbaijan,Serbia,0,Southeastern Europe
2016,Belarus,Serbia,0,Southeastern Europe
2016,Belgium,Serbia,0,Southeastern Europe
2016,Bosnia and Herzegovina,Serbia,8,Southeastern Europe
2016,Bulgaria,Serbia,5,Southeastern Europe
2016,Croatia,Serbia,2,Southeastern Europe
2016,Cyprus,Serbia,0,Southeastern Europe
2016,Czechia,Serbia,0,Southeastern Europe
2016,Denmark,Serbia,0,Southeastern Europe
2016,Estonia,Serbia,0,Southeastern Europe
2016,Finland,Serbia,0,Southeastern Europe
2016,France,Serbia,0,Southeastern Europe
2016,Georgia,Serbia,0,Southeastern Europe
2016,Germany,Serbia,0,Southeastern Europe
2016,Greece,Serbia,0,Southeastern Europe
2016,Hungary,Serbia,0,Southeastern Europe
2016,Iceland,Serbia,0,Southeastern Europe
2016,Ireland,Serbia,0,Southeastern Europe
2016,Israel,Serbia,0,Southeastern Europe
2016,Italy,Serbia,0,Southeastern Europe
2016,Latvia,Serbia,0,Southeastern Europe
2016,Lithuania,Serbia,0,Southeastern Europe
2016,Malta,Serbia,0,Southeastern Europe
2016,Moldova,Serbia,0,Southeastern Europe
2016,Montenegro,Serbia,6,Southeastern Europe
2016,Netherlands,Serbia,0,Southeastern Europe
2016,North Macedonia,Serbia,7,Southeastern Europe
2016,Norway,Serbia,0,Southeastern Europe
2016,Poland,Serbia,0,Southeastern Europe
2016,Russia,Serbia,0,Southeastern Europe
2016,San Marino,Serbia,0,Southeastern Europe
2016,Slovenia,Serbia,5,Southeastern Europe
2016,Spain,Serbia,0,Southeastern Europe
2016,Sweden,Serbia,0,Southeastern Europe
2016,Switzerland,Serbia,0,Southeastern Europe
2016,Ukraine,Serbia,0,Southeastern Europe
2016,United Kingdom,Serbia,2,Southeastern Europe
2016,Albania,Hungary,1,Central Europe
2016,Armenia,Hungary,0,Central Europe
2016,Australia,Hungary,0,Central Europe
2016,Austria,Hungary,0,Central Europe
2016,Azerbaijan,Hungary,4,Central Europe
2016,Belarus,Hungary,0,Central Europe
2016,Belgium,Hungary,0,Central Europe
2016,Bosnia and Herzegovina,Hungary,0,Central Europe
2016,Bulgaria,Hungary,0,Central Europe
2016,Croatia,Hungary,5,Central Europe
2016,Cyprus,Hungary,4,Central Europe
2016,Czechia,Hungary,10,Central Europe
2016,Denmark,Hungary,0,Central Europe
2016,Estonia,Hungary,0,Central Europe
2016,Finland,Hungary,0,Central Europe
2016,France,Hungary,0,Central Europe
2016,Georgia,Hungary,0,Central Europe
2016,Germany,Hungary,0,Central Europe
2016,Greece,Hungary,3,Central Europe
2016,Iceland,Hungary,0,Central Europe
2016,Ireland,Hungary,0,Central Europe
2016,Israel,Hungary,0,Central Europe
2016,Italy,Hungary,0,Central Europe
2016,Latvia,Hungary,0,Central Europe
2016,Lithuania,Hungary,0,Central Europe
2016,Malta,Hungary,0,Central Europe
2016,Moldova,Hungary,0,Central Europe
2016,Montenegro,Hungary,7,Central Europe
2016,Netherlands,Hungary,0,Central Europe
2016,North Macedonia,Hungary,0,Central Europe
2016,Norway,Hungary,0,Central Europe
2016,Poland,Hungary,0,Central Europe
2016,Russia,Hungary,1,Central Europe
2016,San Marino,Hungary,2,Central Europe
2016,Serbia,Hungary,0,Central Europe
2016,Slovenia,Hungary,3,Central Europe
2016,Spain,Hungary,10,Central Europe
2016,Sweden,Hungary,0,Central Europe
2016,Switzerland,Hungary,0,Central Europe
2016,Ukraine,Hungary,2,Central Europe
2016,United Kingdom,Hungary,0,Central Europe
2016,Albania,Georgia,0,Other
2016,Armenia,Georgia,10,Other
2016,Australia,Georgia,0,Other
2016,Austria,Georgia,0,Other
2016,Azerbaijan,Georgia,0,Other
2016,Belarus,Georgia,0,Other
2016,Belgium,Georgia,7,Other
2016,Bosnia and Herzegovina,Georgia,0,Other
2016,Bulgaria,Georgia,3,Other
2016,Croatia,Georgia,0,Other
2016,Cyprus,Georgia,0,Other
2016,Czechia,Georgia,0,Other
2016,Denmark,Georgia,0,Other
2016,Estonia,Georgia,0,Other
2016,Finland,Georgia,0,Other
2016,France,Georgia,0,Other
2016,Germany,Georgia,8,Other
2016,Greece,Georgia,5,Other
2016,Hungary,Georgia,0,Other
2016,Iceland,Georgia,0,Other
2016,Ireland,Georgia,0,Other
2016,Israel,Georgia,0,Other
2016,Italy,Georgia,3,Other
2016,Latvia,Georgia,0,Other
2016,Lithuania,Georgia,10,Other
2016,Malta,Georgia,0,Other
2016,Moldova,Georgia,0,Other
2016,Montenegro,Georgia,0,Other
2016,Netherlands,Georgia,0,Other
2016,North Macedonia,Georgia,0,Other
2016,Norway,Georgia,0,Other
2016,Poland,Georgia,8,Other
2016,Russia,Georgia,5,Other
2016,San Marino,Georgia,6,Other
2016,Serbia,Georgia,0,Other
2016,Slovenia,Georgia,0,Other
2016,Spain,Georgia,0,Other
2016,Sweden,Georgia,0,Other
2016,Switzerland,Georgia,0,Other
2016,Ukraine,Georgia,3,Other
2016,United Kingdom,Georgia,12,Other
2016,Albania,Cyprus,0,Southern Europe
2016,Armenia,Cyprus,6,Southern Europe
2016,Australia,Cyprus,0,Southern Europe
2016,Austria,Cyprus,0,Southern Europe
2016,Azerbaijan,Cyprus,0,Southern Europe
2016,Belarus,Cyprus,0,Southern Europe
2016,Belgium,Cyprus,0,Southern Europe
2016,Bosnia and Herzegovina,Cyprus,0,Southern Europe
2016,Bulgaria,Cyprus,0,Southern Europe
2016,Croatia,Cyprus,1,Southern Europe
2016,Czechia,Cyprus,0,Southern Europe
2016,Denmark,Cyprus,0,Southern Europe
2016,Estonia,Cyprus,4,Southern Europe
2016,Finland,Cyprus,0,Southern Europe
2016,France,Cyprus,0,Southern Europe
2016,Georgia,Cyprus,0,Southern Europe
2016,Germany,Cyprus,0,Southern Europe
2016,Greece,Cyprus,8,Southern Europe
2016,Hungary,Cyprus,0,Southern Europe
2016,Iceland,Cyprus,0,Southern Europe
2016,Ireland,Cyprus,0,Southern Europe
2016,Israel,Cyprus,0,Southern Europe
2016,Italy,Cyprus,1,Southern Europe
2016,Latvia,Cyprus,0,Southern Europe
2016,Lithuania,Cyprus,0,Southern Europe
2016,Malta,Cyprus,5,Southern Europe
2016,Moldova,Cyprus,2,Southern Europe
2016,Montenegro,Cyprus,0,Southern Europe
2016,Netherlands,Cyprus,0,Southern Europe
2016,North Macedonia,Cyprus,0,Southern Europe
2016,Norway,Cyprus,0,Southern Europe
2016,Poland,Cyprus,0,Southern Europe
2016,Russia,Cyprus,4,Southern Europe
2016,San Marino,Cyprus,5,Southern Europe
2016,Serbia,Cyprus,0,Southern Europe
2016,Slovenia,Cyprus,0,Southern Europe
2016,Spain,Cyprus,0,Southern Europe
2016,Sweden,Cyprus,0,Southern Europe
2016,Switzerland,Cyprus,0,Southern Europe
2016,Ukraine,Cyprus,0,Southern Europe
2016,United Kingdom,Cyprus,7,Southern Europe
2016,Albania,Spain,6,Southern Europe
2016,Armenia,Spain,3,Southern Europe
2016,Australia,Spain,5,Southern Europe
2016,Austria,Spain,0,Southern Europe
2016,Azerbaijan,Spain,1,Southern Europe
2016,Belarus,Spain,0,Southern Europe
2016,Belgium,Spain,0,Southern Europe
2016,Bosnia and Herzegovina,Spain,0,Southern Europe
2016,Bulgaria,Spain,4,Southern Europe
2016,Croatia,Spain,0,Southern Europe
2016,Cyprus,Spain,0,Southern Europe
2016,Czechia,Spain,0,Southern Europe
2016,Denmark,Spain,1,Southern Europe
2016,Estonia,Spain,0,Southern Europe
2016,Finland,Spain,0,Southern Europe
2016,France,Spain,3,Southern Europe
2016,Georgia,Spain,0,Southern Europe
2016,Germany,Spain,0,Southern Europe
2016,Greece,Spain,0,Southern Europe
2016,Hungary,Spain,5,Southern Europe
2016,Iceland,Spain,0,Southern Europe
2016,Ireland,Spain,0,Southern Europe
2016,Israel,Spain,4,Southern Europe
2016,Italy,Spain,12,Southern Europe
2016,Latvia,Spain,0,Southern Europe
2016,Lithuania,Spain,0,Southern Europe
2016,Malta,Spain,2,Southern Europe
2016,Moldova,Spain,8,Southern Europe
2016,Montenegro,Spain,0,Southern Europe
2016,Netherlands,Spain,0,Southern Europe
2016,North Macedonia,Spain,0,Southern Europe
2016,Norway,Spain,7,Southern Europe
2016,Poland,Spain,5,Southern Europe
2016,Russia,Spain,0,Southern Europe
2016,San Marino,Spain,0,Southern Europe
2016,Serbia,Spain,0,Southern Europe
2016,Slovenia,Spain,0,Southern Europe
2016,Sweden,Spain,1,Southern Europe
2016,Switzerland,Spain,0,Southern Europe
2016,Ukraine,Spain,0,Southern Europe
2016,United Kingdom,Spain,0,Southern Europe
2016,Albania,Croatia,0,Southeastern Europe
2016,Armenia,Croatia,0,Southeastern Europe
2016,Australia,Croatia,1,Southeastern Europe
2016,Austria,Croatia,6,Southeastern Europe
2016,Azerbaijan,Croatia,0,Southeastern Europe
2016,Belarus,Croatia,0,Southeastern Europe
2016,Belgium,Croatia,0,Southeastern Europe
2016,Bosnia and Herzegovina,Croatia,4,Southeastern Europe
2016,Bulgaria,Croatia,0,Southeastern Europe
2016,Cyprus,Croatia,1,Southeastern Europe
2016,Czechia,Croatia,8,Southeastern Europe
2016,Denmark,Croatia,0,Southeastern Europe
2016,Estonia,Croatia,0,Southeastern Europe
2016,Finland,Croatia,0,Southeastern Europe
2016,France,Croatia,0,Southeastern Europe
2016,Georgia,Croatia,2,Southeastern Europe
2016,Germany,Croatia,0,Southeastern Europe
2016,Greece,Croatia,0,Southeastern Europe
2016,Hungary,Croatia,0,Southeastern Europe
2016,Iceland,Croatia,7,Southeastern Europe
2016,Ireland,Croatia,0,Southeastern Europe
2016,Israel,Croatia,3,Southeastern Europe
2016,Italy,Croatia,0,Southeastern Europe
2016,Latvia,Croatia,0,Southeastern Europe
2016,Lithuania,Croatia,0,Southeastern Europe
2016,Malta,Croatia,0,Southeastern Europe
2016,Moldova,Croatia,1,Southeastern Europe
2016,Montenegro,Croatia,0,Southeastern Europe
2016,Netherlands,Croatia,0,Southeastern Europe
2016,North Macedonia,Croatia,6,Southeastern Europe
2016,Norway,Croatia,0,Southeastern Europe
2016,Poland,Croatia,0,Southeastern Europe
2016,Russia,Croatia,0,Southeastern Europe
2016,San Marino,Croatia,0,Southeastern Europe
2016,Serbia,Croatia,0,Southeastern Europe
2016,Slovenia,Croatia,0,Southeastern Europe
2016,Spain,Croatia,0,Southeastern Europe
2016,Sweden,Croatia,0,Southeastern Europe
2016,Switzerland,Croatia,0,Southeastern Europe
2016,Ukraine,Croatia,0,Southeastern Europe
2016,United Kingdom,Croatia,1,Southeastern Europe
2016,Albania,United Kingdom,5,Western Europe
2016,Armenia,United Kingdom,0,Western Europe
2016,Australia,United Kingdom,4,Western Europe
2016,Austria,United Kingdom,0,Western Europe
2016,Azerbaijan,United Kingdom,0,Western Europe
2016,Belarus,United Kingdom,0,Western Europe
2016,Belgium,United Kingdom,0,Western Europe
2016,Bosnia and Herzegovina,United Kingdom,0,Western Europe
2016,Bulgaria,United Kingdom,0,Western Europe
2016,Croatia,United Kingdom,0,Western Europe
2016,Cyprus,United Kingdom,0,Western Europe
2016,Czechia,United Kingdom,4,Western Europe
2016,Denmark,United Kingdom,3,Western Europe
2016,Estonia,United Kingdom,3,Western Europe
2016,Finland,United Kingdom,0,Western Europe
2016,France,United Kingdom,0,Western Europe
2016,Georgia,United Kingdom,0,Western Europe
2016,Germany,United Kingdom,0,Western Europe
2016,Greece,United Kingdom,0,Western Europe
2016,Hungary,United Kingdom,0,Western Europe
2016,Iceland,United Kingdom,0,Western Europe
2016,Ireland,United Kingdom,7,Western Europe
2016,Israel,United Kingdom,0,Western Europe
2016,Italy,United Kingdom,0,Western Europe
2016,Latvia,United Kingdom,0,Western Europe
2016,Lithuania,United Kingdom,0,Western Europe
2016,Malta,United Kingdom,12,Western Europe
2016,Moldova,United Kingdom,0,Western Europe
2016,Montenegro,United Kingdom,0,Western Europe
2016,Netherlands,United Kingdom,0,Western Europe
2016,North Macedonia,United Kingdom,0,Western Europe
2016,Norway,United Kingdom,0,Western Europe
2016,Poland,United Kingdom,0,Western Europe
2016,Russia,United Kingdom,6,Western Europe
2016,San Marino,United Kingdom,8,Western Europe
2016,Serbia,United Kingdom,2,Western Europe
2016,Slovenia,United Kingdom,0,Western Europe
2016,Spain,United Kingdom,0,Western Europe
2016,Sweden,United Kingdom,0,Western Europe
2016,Switzerland,United Kingdom,0,Western Europe
2016,Ukraine,United Kingdom,0,Western Europe
2016,Albania,Czechia,0,Other
2016,Armenia,Czechia,1,Other
2016,Australia,Czechia,0,Other
2016,Austria,Czechia,4,Other
2016,Azerbaijan,Czechia,0,Other
2016,Belarus,Czechia,0,Other
2016,Belgium,Czechia,1,Other
2016,Bosnia and Herzegovina,Czechia,6,Other
2016,Bulgaria,Czechia,0,Other
2016,Croatia,Czechia,10,Other
2016,Cyprus,Czechia,0,Other
2016,Denmark,Czechia,0,Other
2016,Estonia,Czechia,0,Other
2016,Finland,Czechia,3,Other
2016,France,Czechia,0,Other
2016,Georgia,Czechia,0,Other
2016,Germany,Czechia,0,Other
2016,Greece,Czechia,0,Other
2016,Hungary,Czechia,2,Other
2016,Iceland,Czechia,5,Other
2016,Ireland,Czechia,2,Other
2016,Israel,Czechia,0,Other
2016,Italy,Czechia,0,Other
2016,Latvia,Czechia,0,Other
2016,Lithuania,Czechia,0,Other
2016,Malta,Czechia,0,Other
2016,Moldova,Czechia,0,Other
2016,Montenegro,Czechia,0,Other
2016,Netherlands,Czechia,0,Other
2016,North Macedonia,Czechia,0,Other
2016,Norway,Czechia,0,Other
2016,Poland,Czechia,4,Other
2016,Russia,Czechia,0,Other
2016,San Marino,Czechia,0,Other
2016,Serbia,Czechia,0,Other
2016,Slovenia,Czechia,0,Other
2016,Spain,Czechia,0,Other
2016,Sweden,Czechia,3,Other
2016,Switzerland,Czechia,0,Other
2016,Ukraine,Czechia,0,Other
2016,United Kingdom,Czechia,0,Other
2016,Albania,Germany,0,Western Europe
2016,Armenia,Germany,0,Western Europe
2016,Australia,Germany,0,Western Europe
2016,Austria,Germany,0,Western Europe
2016,Azerbaijan,Germany,0,Western Europe
2016,Belarus,Germany,0,Western Europe
2016,Belgium,Germany,0,Western Europe
2016,Bosnia and Herzegovina,Germany,0,Western Europe
2016,Bulgaria,Germany,0,Western Europe
2016,Croatia,Germany,0,Western Europe
2016,Cyprus,Germany,0,Western Europe
2016,Czechia,Germany,0,Western Europe
2016,Denmark,Germany,0,Western Europe
2016,Estonia,Germany,0,Western Europe
2016,Finland,Germany,0,Western Europe
2016,France,Germany,0,Western Europe
2016,Georgia,Germany,1,Western Europe
2016,Greece,Germany,0,Western Europe
2016,Hungary,Germany,0,Western Europe
2016,Iceland,Germany,0,Western Europe
2016,Ireland,Germany,0,Western Europe
2016,Israel,Germany,0,Western Europe
2016,Italy,Germany,0,Western Europe
2016,Latvia,Germany,0,Western Europe
2016,Lithuania,Germany,0,Western Europe
2016,Malta,Germany,0,Western Europe
2016,Moldova,Germany,0,Western Europe
2016,Montenegro,Germany,0,Western Europe
2016,Netherlands,Germany,0,Western Europe
2016,North Macedonia,Germany,0,Western Europe
2016,Norway,Germany,0,Western Europe
2016,Poland,Germany,0,Western Europe
2016,Russia,Germany,0,Western Europe
2016,San Marino,Germany,0,Western Europe
2016,Serbia,Germany,0,Western Europe
2016,Slovenia,Germany,0,Western Europe
2016,Spain,Germany,0,Western Europe
2016,Sweden,Germany,0,Western Europe
2016,Switzerland,Germany,0,Western Europe
2016,Ukraine,Germany,0,Western Europe
2016,United Kingdom,Germany,0,Western Europe
2017,Albania,Portugal,6,Southern Europe
2017,Armenia,Portugal,12,Southern Europe
2017,Australia,Portugal,7,Southern Europe
2017,Austria,Portugal,8,Southern Europe
2017,Azerbaijan,Portugal,8,Southern Europe
2017,Belarus,Portugal,10,Southern Europe
2017,Belgium,Portugal,8,Southern Europe
2017,Bulgaria,Portugal,0,Southern Europe
2017,Croatia,Portugal,7,Southern Europe
2017,Cyprus,Portugal,8,Southern Europe
2017,Czechia,Portugal,12,Southern Europe
2017,Denmark,Portugal,10,Southern Europe
2017,Estonia,Portugal,8,Southern Europe
2017,Finland,Portugal,8,Southern Europe
2017,France,Portugal,12,Southern Europe
2017,Georgia,Portugal,12,Southern Europe
2017,Germany,Portugal,10,Southern Europe
2017,Greece,Portugal,5,Southern Europe
2017,Hungary,Portugal,12,Southern Europe
2017,Iceland,Portugal,12,Southern Europe
2017,Ireland,Portugal,5,Southern Europe
2017,Israel,Portugal,12,Southern Europe
2017,Italy,Portugal,5,Southern Europe
2017,Latvia,Portugal,12,Southern Europe
2017,Lithuania,Portugal,12,Southern Europe
2017,Malta,Portugal,10,Southern Europe
2017,Moldova,Portugal,7,Southern Europe
2017,Montenegro,Portugal,0,Southern Europe
2017,Netherlands,Portugal,12,Southern Europe
2017,North Macedonia,Portugal,10,Southern Europe
2017,Norway,Portugal,10,Southern Europe
2017,Poland,Portugal,12,Southern Europe
2017,Romania,Portugal,6,Southern Europe
2017,San Marino,Portugal,12,Southern Europe
2017,Serbia,Portugal,12,Southern Europe
2017,Slovenia,Portugal,12,Southern Europe
2017,Spain,Portugal,12,Southern Europe
2017,Sweden,Portugal,12,Southern Europe
2017,Switzerland,Portugal,12,Southern Europe
2017,Ukraine,Portugal,10,Southern Europe
2017,United Kingdom,Portugal,12,Southern Europe
2017,Albania,Bulgaria,10,Southeastern Europe
2017,Armenia,Bulgaria,0,Southeastern Europe
2017,Australia,Bulgaria,8,Southeastern Europe
2017,Austria,Bulgaria,10,Southeastern Europe
2017,Azerbaijan,Bulgaria,2,Southeastern Europe
2017,Belarus,Bulgaria,12,Southeastern Europe
2017,Belgium,Bulgaria,10,Southeastern Europe
2017,Croatia,Bulgaria,10,Southeastern Europe
2017,Cyprus,Bulgaria,7,Southeastern Europe
2017,Czechia,Bulgaria,2,Southeastern Europe
2017,Denmark,Bulgaria,4,Southeastern Europe
2017,Estonia,Bulgaria,12,Southeastern Europe
2017,Finland,Bulgaria,6,Southeastern Europe
2017,France,Bulgaria,5,Southeastern Europe
2017,Georgia,Bulgaria,6,Southeastern Europe
2017,Germany,Bulgaria,8,Southeastern Europe
2017,Greece,Bulgaria,2,Southeastern Europe
2017,Hungary,Bulgaria,10,Southeastern Europe
2017,Iceland,Bulgaria,6,Southeastern Europe
2017,Ireland,Bulgaria,10,Southeastern Europe
2017,Israel,Bulgaria,7,Southeastern Europe
2017,Italy,Bulgaria,2,Southeastern Europe
2017,Latvia,Bulgaria,8,Southeastern Europe
2017,Lithuania,Bulgaria,7,Southeastern Europe
2017,Malta,Bulgaria,8,Southeastern Europe
2017,Moldova,Bulgaria,10,Southeastern Europe
2017,Montenegro,Bulgaria,2,Southeastern Europe
2017,Netherlands,Bulgaria,10,Southeastern Europe
2017,North Macedonia,Bulgaria,12,Southeastern Europe
2017,Norway,Bulgaria,12,Southeastern Europe
2017,Poland,Bulgaria,6,Southeastern Europe
2017,Portugal,Bulgaria,0,Southeastern Europe
2017,Romania,Bulgaria,10,Southeastern Europe
2017,San Marino,Bulgaria,2,Southeastern Europe
2017,Serbia,Bulgaria,6,Southeastern Europe
2017,Slovenia,Bulgaria,8,Southeastern Europe
2017,Spain,Bulgaria,6,Southeastern Europe
2017,Sweden,Bulgaria,7,Southeastern Europe
2017,Switzerland,Bulgaria,8,Southeastern Europe
2017,Ukraine,Bulgaria,0,Southeastern Europe
2017,United Kingdom,Bulgaria,7,Southeastern Europe
2017,Albania,Moldova,0,Eastern Europe
2017,Armenia,Moldova,8,Eastern Europe
2017,Australia,Moldova,10,Eastern Europe
2017,Austria,Moldova,0,Eastern Europe
2017,Azerbaijan,Moldova,10,Eastern Europe
2017,Belarus,Moldova,0,Eastern Europe
2017,Belgium,Moldova,0,Eastern Europe
2017,Bulgaria,Moldova,0,Eastern Europe
2017,Croatia,Moldova,0,Eastern Europe
2017,Cyprus,Moldova,0,Eastern Europe
2017,Czechia,Moldova,3,Eastern Europe
2017,Denmark,Moldova,3,Eastern Europe
2017,Estonia,Moldova,0,Eastern Europe
2017,Finland,Moldova,3,Eastern Europe
2017,France,Moldova,0,Eastern Europe
2017,Georgia,Moldova,0,Eastern Europe
2017,Germany,Moldova,0,Eastern Europe
2017,Greece,Moldova,7,Eastern Europe
2017,Hungary,Moldova,0,Eastern Europe
2017,Iceland,Moldova,0,Eastern Europe
2017,Ireland,Moldova,0,Eastern Europe
2017,Israel,Moldova,3,Eastern Europe
2017,Italy,Moldova,8,Eastern Europe
2017,Latvia,Moldova,1,Eastern Europe
2017,Lithuania,Moldova,0,Eastern Europe
2017,Malta,Moldova,0,Eastern Europe
